Timestamp,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
21900.0212765,-0.6730815278949507,0.15792943214996047,0.7044679300649443,0.9042593184208978,-0.9453299513302342,-1.8154514604961136,1.3520740111618164,0.31513224792367645
21900.0212853,-0.9032513002404317,0.047700595352920594,0.7553112142984952,1.0779497455699887,-1.1217319603311564,-1.5376576033579674,1.1491451274718978,0.5325341812362554
21900.0238447,-0.3133885847910838,0.6313862226822335,1.3391262989493415,1.0408287002343082,-1.6360369702160034,-1.55085841851466,0.46382822829539894,0.025114523360468155
21900.0238479,1.0792896912039138,1.9155228277206207,2.2446594132249604,0.8444594715450404,-2.272564615091979,-1.9790321696813749,-0.7202137283029533,-1.112120890618228
21900.0287993,3.048821568340566,3.6595615900567666,3.0997433375369177,0.6672300198486854,-2.7560241159628163,-2.8244781895111846,-2.257437994634958,-2.6374162156739747
21900.0302278,5.23279423567261,5.46866739674735,3.605125253742023,0.6711221728439027,-3.0657635142040736,-3.8651387002997124,-3.85295338801099,-4.193853456491113
21900.0548328,7.204729060131212,6.910678622703347,3.658083129936911,0.8901629645199529,-3.3883980297230876,-4.720502423946556,-5.1511868317196186,-5.403566491902161
21900.0572384,8.547251591104153,7.634065816991454,3.3214825946569158,1.2452232266684713,-3.7684160282053503,-5.07352514478186,-5.875649696872694,-6.030432359561093
21900.0597971,8.968318335779415,7.488653740806542,2.773851040400631,1.640279089073763,-3.9561393230781503,-4.86833888305527,-5.944657689768849,-6.101966310158082
21900.062229,8.426674571647467,6.605238624362589,2.3026118910384135,2.0403083125189267,-3.691209131681183,-4.323263710348225,-5.488077968708222,-5.872282588829774
21900.0648013,7.1450369363591,5.348404372813462,2.22780866311542,2.479571866381815,-3.025958177063579,-3.774552196476985,-4.75583592869192,-5.64447553643731
21900.0672309,5.456565201334838,4.125599706672048,2.688406013672406,3.010041861464095,-2.219085685480878,-3.489413840873337,-3.978566939905836,-5.593546316883331
21900.0697932,3.6074857421803355,3.176326819065597,3.460687871049638,3.625224584872618,-1.3566073272697305,-3.554078842102422,-3.256834067205189,-5.7022047805908525
21900.0722366,1.7022910370283357,2.5114059958480768,4.049965630475144,4.202994057964142,-0.2810822136218394,-3.852312791770572,-2.52842403875566,-5.804837677167631
21900.0748273,-0.177623363697891,2.038072326618414,4.033456502553586,4.517903648912435,1.0267505860369543,-4.124606980657946,-1.6316096237582325,-5.6823430960073225
21900.0772318,-1.851380256225788,1.7248728488201208,3.33998954904327,4.350728088954471,2.1720602936933857,-4.108891220859779,-0.4463692307451175,-5.181010072680562
21900.0798648,-3.0810741857011603,1.6399635451729107,2.218955093241689,3.645048789996111,2.6571955453845892,-3.7119258893592066,0.9609914486883357,-4.329154347423273
21900.0822383,-3.748534533177205,1.8541348959003336,0.9956443858709747,2.5864390600212204,2.462947943201364,-3.0846521019403506,2.303205686052591,-3.369185335928927
21900.0847981,-3.978510061903504,2.3390384982196064,-0.10489509869915015,1.5136482748003734,2.1658965024102406,-2.5130080178648067,3.208641362164374,-2.630811459127136
21900.0868058,-4.083750357246567,2.9595269264796276,-0.9593309489790762,0.7223629459654619,2.421959937933641,-2.2041452062688793,3.4515233891722588,-2.3081466870564626
21900.09724,-4.393062881935329,3.5341202522709683,-1.5131894627352915,0.33416277394788363,3.428956524190628,-2.161131676789124,3.0986848312666577,-2.328540360216392
21900.0998017,-5.103546980860615,3.891282470726238,-1.824689672836867,0.3220684007855281,4.9335506531953,-2.241082125876397,2.4546882219547657,-2.4322709670879545
21900.1022388,-6.217962696616432,3.905031897554182,-2.0868557180791925,0.5971711882217412,6.6116302031806775,-2.295721813369676,1.8587362309415147,-2.3720292918328116
21900.1049541,-7.53709681790172,3.5326396261999795,-2.4973976361980954,1.0162197560801856,8.259981851669462,-2.2394333541928897,1.5016497271340494,-2.03656315279097
21900.1049618,-8.69331749258758,2.840060208423234,-3.0678703915529937,1.3398885778273253,9.647392465314605,-2.0264267854593725,1.3871857044871976,-1.4269122864524164
21900.1049641,-9.263066971584758,1.9699954329530882,-3.6076399784030144,1.3101071342187167,10.404507540629908,-1.6415259529494866,1.423703876960255,-0.5960810818247088
21900.1073386,-8.954177118071842,1.0624091861849116,-3.9275096751484453,0.876841162077252,10.218965231668578,-1.1497680165808506,1.5373205411432886,0.3359186887271067
21900.107346,-7.762308930819061,0.21002574806581542,-4.016017781128124,0.33937092915999534,9.096743976570226,-0.7181009044826201,1.7102877884376126,1.1399991741961562
21900.1073483,-5.978921711329163,-0.4995532892214891,-3.9625474485854113,0.16560323137299893,7.333590183745358,-0.5263571753035476,1.931210220886532,1.5369759884347223
21900.1097956,-4.052868199885167,-0.9220384412419911,-3.7408910820728973,0.6007051797945184,5.2608663129870035,-0.6293565796110272,2.12127992876931,1.362302881260245
21900.1122405,-2.4222715552559837,-0.8915641028667345,-3.1739767123603864,1.4620081643782576,3.140973023181818,-0.9159074900788804,2.118780227081242,0.6819584459206594
21900.1148406,-1.4114182179372818,-0.3622410767848354,-2.1704291629094614,2.3415485505954483,1.3144635152432254,-1.2083282247301046,1.7568273095838558,-0.260422693060848
21900.114851,-1.1823949022631064,0.48009498555693053,-0.9484315080760588,2.9826964866372885,0.25325467290262793,-1.3886627856876528,0.99355403363767,-1.1901109827077008
21900.1172466,-1.692827609044297,1.2716855781056022,0.049913398028250455,3.4232586969276273,0.24467319198512394,-1.4270219001050606,0.003976735987211377,-1.8736580918844599
21900.1198055,-2.6789080395870575,1.6624242425335733,0.4668693274855418,3.8143231429232793,1.0006108894478674,-1.3294315778264347,-0.8472629986130129,-2.0886249863637567
21900.1223286,-3.7358602418402027,1.4801071285097014,0.20386877328064568,4.208156675737182,1.7639686819365852,-1.1191348633833869,-1.1658739208773712,-1.635232233363154
21900.1223368,-4.496664102348006,0.7572756412739299,-0.6822470536076031,4.571690993524509,1.9554124026197552,-0.8832418394674386,-0.742334483889894,-0.47989155810525475
21900.1248422,-4.788491391617493,-0.3242895304107565,-2.115440459996065,4.928211919723667,1.6652699527790107,-0.7829614933313698,0.31472060529754753,1.1029803975554509
21900.12485,-4.645921544954504,-1.4678035108461058,-3.9053802921390233,5.3679742031007,1.3678121299719077,-0.945234614668859,1.6261161688545696,2.602437460681316
21900.1372831,-4.210265346759346,-2.2945271656447286,-5.55381318306663,5.896523430596571,1.1775548481424107,-1.3197677369612473,2.745902172675109,3.5583929810178603
21900.1372904,-3.6581005387167282,-2.4832906119103377,-6.3459910596355344,6.350666486327871,0.6134092795973083,-1.6710166976741112,3.3795834456503417,3.8147396963611926
21900.1439509,-3.2161184945686383,-1.99963055913563,-5.809472267408574,6.527679058894487,-0.7632037010506605,-1.7371428000111013,3.480202788179012,3.5176859751011076
21900.1439588,-3.150732107877972,-1.2040724409181611,-4.120974447088319,6.376515453541794,-2.632671635754776,-1.3933174154802077,3.2044705735768817,2.920782020000763
21900.1439612,-3.6230893649763933,-0.6605897925597874,-2.010868916876708,6.013227775983889,-4.100586891685643,-0.6630403855423501,2.8097112858037527,2.235236289853238
21900.1498037,-4.500253817697683,-0.7534982192760089,-0.24545225309004826,5.559986749942012,-4.619637288511368,0.3757820463652911,2.5563608140108283,1.6267119682569764
21900.1622907,-5.3437993202184835,-1.4417928358242953,0.7878405877362271,5.032316084275424,-4.4954002246365174,1.6188226104717707,2.614680716228545,1.2273323819673305
21900.1622989,-5.650246968740689,-2.354305307443836,1.0578755481042639,4.40774852177994,-4.337692719298411,2.854818180036278,2.978613633758537,1.0431891118039156
21900.1663329,-5.1516055527897535,-3.0918851258796254,0.6416471718943473,3.7467821318492893,-4.195516262732915,3.733100817084935,3.4522991257921287,0.8651776947815952
21900.1663411,-3.9279942070319294,-3.4423555120288043,-0.3523585820163193,3.1729401271193542,-3.516437352933493,3.9184333496210875,3.767960501087352,0.37981167618275125
21900.1663435,-2.304373404193387,-3.387378669771241,-1.6588769095574678,2.7336004319231826,-1.9556477590335355,3.3402978131772354,3.7767506773127923,-0.5443721798575787
