Timestamp,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
21899.9272318,179791.546875,169577.0625,191516.90625,180539.34375,174883.0,186922.8125,190402.71875,179556.578125
21899.9312728,183206.0,173224.328125,193703.890625,185659.953125,182290.375,189991.265625,194750.40625,184068.328125
21899.9312809,189742.265625,180905.46875,197864.453125,199019.40625,205891.578125,196075.5,203631.375,191457.625
21899.9472355,190448.40625,182127.296875,198297.359375,202446.734375,213704.765625,196810.0625,204883.78125,191555.625
21899.9498377,183866.890625,174620.15625,194092.09375,190211.65625,193159.5,190813.1875,196164.8125,183706.140625
21899.9498465,179791.265625,169578.21875,191517.265625,180531.828125,174869.953125,186922.109375,190399.40625,179555.421875
21899.9522291,183230.9375,173250.078125,193714.265625,185696.875,182355.546875,190005.75,194774.546875,184091.03125
21899.9548408,189760.15625,180928.34375,197872.046875,199056.59375,205962.21875,196088.640625,203653.375,191474.078125
21899.958825,190434.375,182117.640625,198286.0,202424.203125,213669.8125,196797.546875,204866.53125,191537.109375
21899.9647993,183848.46875,174603.25,194076.0,190168.734375,193073.65625,190793.421875,196139.0625,183681.8125
21899.9712746,179790.46875,169578.9375,191511.71875,180526.90625,174841.4375,186919.0625,190396.015625,179555.140625
21899.971283,183242.734375,173270.828125,193722.21875,185733.4375,182405.984375,190025.0625,194799.3125,184116.0625
21900.0212765,189765.78125,180943.375,197874.453125,199087.53125,206027.125,196100.0,203671.703125,191492.59375
21900.0212853,190416.84375,182103.15625,198273.03125,202402.125,213649.875,196784.40625,204850.0,191525.046875
21900.0238447,183823.078125,174574.734375,194059.734375,190122.96875,192992.296875,190773.84375,196107.953125,183659.546875
21900.0238479,179788.140625,169574.28125,191508.0625,180520.203125,174807.734375,186917.453125,190391.71875,179554.875
21900.0287993,183266.078125,173298.71875,193737.0625,185773.5,182459.171875,190042.671875,194823.71875,184136.984375
21900.0302278,189785.359375,180969.484375,197888.046875,199120.96875,206095.515625,196114.578125,203687.96875,191506.453125
21900.0548328,190417.734375,182102.0,198273.9375,202385.40625,213638.515625,196777.25,204834.078125,191509.125
21900.0572384,183821.375,174567.578125,194059.640625,190083.984375,192914.703125,190755.96875,196078.546875,183635.765625
21900.0597971,179805.671875,169587.609375,191517.71875,180524.859375,174785.109375,186919.15625,190393.0625,179560.15625
21900.062229,183300.765625,173335.8125,193757.265625,185825.171875,182529.71875,190069.765625,194857.15625,184168.375
21900.0648013,189814.15625,181000.859375,197904.953125,199169.515625,206181.984375,196138.890625,203718.71875,191532.015625
21900.0672309,190401.203125,182083.484375,198263.640625,202364.484375,213613.21875,196770.1875,204820.578125,191493.125
21900.0697932,183784.8125,174526.453125,194037.5625,190032.390625,192821.984375,190730.9375,196044.828125,183606.171875
21900.0722366,179798.25,169584.75,191521.109375,180519.9375,174767.578125,186919.953125,190396.546875,179563.90625
21900.0748273,183314.171875,173356.109375,193772.46875,185861.46875,182596.140625,190086.484375,194886.5625,184190.984375
21900.0772318,189823.1875,181017.3125,197916.296875,199209.3125,206258.59375,196150.25,203742.859375,191545.078125
21900.0798648,190377.328125,182066.671875,198253.546875,202347.765625,213586.65625,196752.3125,204802.609375,191473.71875
21900.0822383,183753.609375,174500.34375,194021.734375,189984.921875,192739.1875,190714.390625,196022.21875,183586.6875
21900.0847981,179792.796875,169583.9375,191516.1875,180508.046875,174758.546875,186924.34375,190405.125,179574.015625
21900.0868058,183334.203125,173383.296875,193781.859375,185898.03125,182671.703125,190111.078125,194924.296875,184223.171875
