EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
185330.400,176010.700,339753.800,379545.400,196725.200,191832.500,198668.100,187215.700,0.000
185900.700,177675.800,340563.700,382736.300,205230.000,192532.900,200718.200,188696.000,0.000
183801.400,174444.400,338662.600,377872.300,195694.400,190368.600,196611.800,184437.800,0.000
182129.500,171105.400,336846.100,372097.800,182203.900,188461.500,192372.100,180705.800,0.000
183063.400,172101.800,337497.000,373147.000,183069.700,189340.400,193664.700,182432.200,0.000
185324.900,176005.300,339675.700,379438.000,196724.600,191819.200,198658.400,187210.100,0.000
185886.900,177660.500,340487.000,382623.100,205224.200,192511.700,200703.600,188687.900,0.000
183792.800,174434.500,338593.200,377761.500,195694.200,190354.000,196602.600,184432.700,0.000
182130.200,171101.000,336779.800,371992.200,182212.000,188458.400,192370.500,180704.900,0.000
183068.300,172100.900,337436.900,373045.600,183083.400,189342.200,193666.700,182434.000,0.000
185324.900,176002.700,339615.400,379333.300,196727.200,191818.100,198657.200,187208.200,0.000
185887.000,177660.800,340424.300,382516.900,205218.200,192507.200,200700.600,188686.600,0.000
183789.400,174438.900,338531.500,377661.700,195702.500,190349.600,196606.700,184436.900,0.000
182128.200,171105.200,336717.100,371892.500,182223.400,188455.900,192372.600,180707.700,0.000
183068.200,172098.300,337365.300,372939.800,183076.500,189336.100,193658.200,182427.700,0.000
185331.200,176008.800,339547.800,379232.800,196714.900,191818.800,198656.300,187208.800,0.000
185895.800,177671.200,340362.500,382424.200,205213.900,192509.600,200705.200,188692.000,0.000
183803.600,174447.700,338472.600,377573.500,195703.500,190354.700,196608.100,184439.200,0.000
182141.300,171115.000,336660.300,371811.100,182229.100,188468.500,192380.300,180713.800,0.000
183075.600,172110.800,337310.800,372857.400,183078.500,189340.600,193663.000,182432.800,0.000
185331.800,176014.300,339490.700,379146.800,196709.000,191824.100,198656.600,187208.800,0.000
185898.800,177676.500,340302.100,382336.300,205209.900,192512.800,200703.100,188689.100,0.000
183808.000,174450.500,338408.700,377485.100,195700.300,190352.400,196607.400,184438.200,0.000
182146.200,171121.000,336599.300,371726.500,182228.200,188464.600,192380.800,180715.700,0.000
183080.800,172119.100,337252.200,372777.400,183085.300,189345.800,193668.600,182439.900,0.000
185337.100,176020.300,339429.900,379058.900,196717.000,191826.500,198657.800,187214.100,0.000
185900.500,177678.100,340236.700,382237.500,205205.500,192507.800,200697.500,188688.400,0.000
183809.900,174458.200,338347.000,377392.500,195703.300,190354.300,196607.400,184438.900,0.000
182146.900,171125.600,336533.500,371631.800,182226.200,188465.400,192378.300,180709.700,0.000
183081.400,172120.300,337184.600,372679.900,183076.800,189345.700,193666.800,182431.800,0.000
185339.000,176021.400,339364.900,378962.600,196706.800,191821.600,198657.000,187209.100,0.000
185904.800,177682.800,340176.500,382144.900,205201.000,192508.300,200700.200,188691.100,0.000
183820.900,174465.800,338286.500,377302.500,195697.900,190362.600,196614.500,184444.600,0.000
182162.500,171135.900,336475.900,371549.300,182231.600,188477.900,192393.300,180720.200,0.000
183090.400,172125.700,337124.300,372593.800,183084.200,189353.500,193679.300,182441.100,0.000
185339.200,176019.000,339300.800,378867.900,196706.500,191831.800,198666.800,187215.500,0.000
185906.200,177683.800,340113.800,382050.400,205205.800,192516.100,200709.200,188696.000,0.000
183820.700,174464.700,338221.800,377209.100,195710.800,190366.600,196620.600,184448.000,0.000
182165.300,171136.800,336412.600,371455.000,182243.900,188477.000,192394.000,180725.800,0.000
183102.500,172134.500,337068.400,372502.100,183097.800,189355.000,193680.300,182447.800,0.000
185347.100,176025.700,339243.500,378770.700,196711.800,191824.400,198661.100,187214.900,0.000
185911.500,177686.900,340057.800,381953.700,205204.500,192516.200,200707.900,188697.500,0.000
183828.800,174474.800,338172.400,377120.700,195728.700,190370.800,196627.600,184455.900,0.000
182178.600,171153.200,336369.300,371373.600,182274.400,188491.600,192408.200,180736.900,0.000
183119.600,172155.500,337030.300,372423.100,183123.600,189377.000,193702.700,182465.500,0.000
185367.900,176051.100,339206.300,378692.900,196731.000,191845.600,198686.500,187239.800,0.000
185926.900,177711.900,340012.100,381876.300,205224.300,192530.100,200729.800,188721.700,0.000
183835.700,174490.700,338115.400,377036.300,195740.500,190376.600,196642.000,184472.800,0.000
182166.600,171147.300,336292.300,371268.100,182264.200,188472.300,192404.200,180732.600,0.000
183079.600,172119.500,336925.800,372288.300,183080.500,189333.800,193672.600,182433.300,0.000
185310.000,175997.000,339087.300,378537.400,196660.800,191792.500,198638.400,187191.000,0.000
185873.500,177660.700,339898.900,381721.800,205162.600,192481.300,200687.000,188678.400,0.000
183798.600,174453.900,338013.900,376895.900,195700.500,190336.000,196606.300,184436.800,0.000
182156.700,171132.200,336211.200,371154.800,182246.600,188466.300,192387.500,180716.600,0.000
183093.200,172127.700,336867.400,372204.600,183089.300,189347.300,193673.800,182438.200,0.000
185330.500,176017.400,339039.600,378467.500,196684.100,191807.300,198649.200,187205.200,0.000
185894.000,177686.400,339859.100,381654.600,205186.200,192495.800,200698.600,188693.900,0.000
183823.300,174482.900,337982.300,376838.300,195728.300,190364.500,196628.600,184460.700,0.000
182168.900,171149.500,336169.400,371088.300,182258.400,188477.500,192397.400,180727.800,0.000
183101.500,172138.500,336818.900,372124.700,183083.500,189349.500,193671.400,182440.100,0.000
185343.300,176026.200,338994.100,378386.800,196680.700,191816.700,198647.700,187208.800,0.000
185903.300,177688.300,339806.700,381574.400,205192.100,192503.200,200697.500,188698.400,0.000
183831.000,174484.900,337923.900,376758.800,195743.300,190367.500,196628.000,184466.400,0.000
182180.000,171156.700,336115.500,371011.500,182275.800,188490.300,192405.100,180737.200,0.000
183106.400,172140.100,336762.400,372039.500,183084.800,189358.800,193675.700,182440.000,0.000
185347.300,176026.100,338934.500,378297.200,196677.500,191821.000,198649.200,187205.500,0.000
185914.000,177694.000,339750.000,381490.900,205201.000,192508.500,200703.600,188700.900,0.000
183841.200,174490.800,337868.300,376675.100,195756.000,190374.100,196637.300,184469.600,0.000
182182.100,171154.800,336053.700,370919.100,182281.700,188493.000,192409.300,180735.400,0.000
183105.300,172134.300,336699.100,371947.400,183093.500,189368.900,193685.800,182444.700,0.000
185345.300,176020.500,338871.100,378202.200,196682.700,191823.000,198653.700,187206.800,0.000
185911.800,177688.800,339687.200,381393.300,205202.400,192510.300,200703.500,188699.000,0.000
183834.700,174483.400,337803.400,376578.500,195766.700,190368.800,196636.100,184470.200,0.000
182179.800,171146.500,335991.700,370824.000,182295.600,188493.300,192410.000,180737.200,0.000
183103.600,172123.000,336632.800,371845.100,183093.800,189355.800,193672.300,182436.400,0.000
185343.400,176009.800,338803.400,378101.300,196675.900,191813.700,198641.300,187200.700,0.000
185907.300,177678.800,339622.300,381297.300,205194.900,192504.000,200697.000,188697.100,0.000
183834.700,174480.500,337743.700,376488.000,195767.100,190372.000,196635.700,184468.000,0.000
182181.300,171150.200,335934.100,370737.100,182305.600,188493.700,192410.000,180735.400,0.000
183105.900,172129.800,336580.100,371760.600,183098.400,189357.600,193672.800,182436.600,0.000
185338.600,176009.500,338750.200,378017.600,196671.000,191816.100,198642.700,187201.800,0.000
185908.500,177685.300,339571.700,381220.200,205201.900,192508.500,200704.100,188702.000,0.000
183837.900,174486.800,337689.100,376415.500,195779.800,190376.900,196644.400,184475.900,0.000
182178.700,171146.500,335869.500,370656.900,182306.200,188491.500,192410.200,180734.800,0.000
183096.600,172118.600,336509.600,371678.200,183091.100,189355.600,193672.300,182431.600,0.000
185336.100,176006.000,338682.900,377935.900,196659.200,191816.500,198642.600,187196.900,0.000
185906.400,177683.200,339504.200,381139.200,205188.200,192506.700,200701.700,188697.000,0.000
183835.200,174485.600,337625.900,376336.700,195772.400,190374.900,196638.400,184469.900,0.000
182178.600,171148.000,335812.700,370580.600,182294.800,188493.700,192408.700,180734.100,0.000
183103.700,172124.400,336454.400,371599.100,183076.400,189354.200,193667.000,182432.600,0.000
185332.700,176003.400,338624.400,377853.800,196651.200,191814.300,198635.500,187195.300,0.000
185900.800,177677.700,339443.700,381053.700,205182.400,192501.100,200691.100,188692.400,0.000
183830.500,174481.800,337566.300,376251.000,195757.300,190372.000,196632.800,184466.600,0.000
182177.300,171149.400,335754.800,370502.000,182285.900,188493.400,192409.500,180734.500,0.000
183100.700,172123.300,336397.900,371520.800,183069.500,189359.000,193671.300,182433.500,0.000
185340.300,176005.800,338570.600,377773.000,196646.700,191813.000,198637.600,187198.000,0.000
185910.400,177687.300,339396.700,380976.900,205193.300,192507.700,200702.700,188702.000,0.000
183834.700,174487.800,337516.800,376169.900,195769.900,190374.800,196641.600,184474.600,0.000
182177.100,171150.000,335700.800,370413.800,182287.700,188490.800,192410.800,180736.400,0.000
183097.600,172122.900,336340.800,371427.400,183068.300,189353.600,193667.400,182427.700,0.000
185332.700,176005.200,338508.300,377674.800,196638.700,191809.100,198630.500,187185.600,0.000
185902.500,177679.100,339328.600,380876.300,205180.700,192501.900,200691.600,188688.400,0.000
183831.700,174481.400,337450.000,376076.300,195770.200,190375.500,196639.100,184469.100,0.000
182173.200,171141.100,335632.800,370322.100,182295.600,188496.500,192412.200,180733.600,0.000
183094.900,172112.800,336273.200,371336.700,183074.800,189368.800,193678.000,182431.000,0.000
185329.900,175993.400,338441.700,377580.800,196640.500,191809.900,198634.500,187188.500,0.000
185895.100,177670.700,339264.400,380783.800,205180.700,192496.200,200692.600,188691.500,0.000
183826.300,174475.800,337386.600,375985.400,195775.600,190369.200,196636.200,184468.300,0.000
182170.000,171138.400,335572.900,370233.800,182316.600,188493.000,192410.100,180732.100,0.000
183091.300,172110.000,336212.800,371240.500,183082.500,189349.700,193663.400,182421.500,0.000
185332.600,175996.700,338383.800,377488.000,196630.400,191807.300,198630.700,187184.400,0.000
185894.600,177672.300,339204.700,380695.200,205172.000,192499.000,200696.600,188691.800,0.000
183828.600,174482.200,337328.600,375905.400,195783.300,190375.300,196644.900,184473.400,0.000
182172.500,171144.400,335513.400,370153.800,182323.700,188494.500,192416.900,180734.800,0.000
183088.000,172111.800,336152.600,371157.300,183081.900,189350.200,193670.600,182423.200,0.000
185323.800,175994.900,338323.100,377398.400,196618.000,191804.000,198633.400,187186.100,0.000
185896.300,177678.600,339153.200,380611.300,205163.600,192498.100,200702.200,188699.400,0.000
183831.300,174493.300,337283.700,375830.500,195789.900,190376.800,196657.000,184483.600,0.000
182175.100,171152.000,335465.200,370079.500,182323.300,188495.000,192422.000,180738.400,0.000
183092.700,172119.600,336101.600,371082.200,183074.600,189347.300,193666.400,182424.800,0.000
185331.100,176003.100,338273.400,377321.700,196617.700,191801.600,198632.100,187189.100,0.000
185895.300,177677.100,339098.500,380529.500,205162.000,192501.900,200703.800,188700.100,0.000
183827.500,174484.500,337220.700,375746.100,195780.500,190378.800,196656.600,184483.200,0.000
182177.400,171150.100,335406.200,369997.900,182311.000,188491.700,192418.800,180735.900,0.000
183097.900,172117.200,336045.900,371004.700,183063.800,189351.400,193668.600,182423.300,0.000
185331.600,175994.800,338217.500,377243.700,196609.300,191808.100,198633.900,187186.600,0.000
185899.900,177675.700,339042.300,380454.300,205168.700,192507.400,200707.600,188702.500,0.000
183836.100,174489.700,337167.800,375673.300,195787.300,190381.900,196657.800,184483.600,0.000
182176.800,171150.200,335350.000,369925.000,182310.300,188500.200,192423.400,180735.100,0.000
183095.800,172119.700,335987.200,370929.800,183066.700,189358.700,193673.800,182423.700,0.000
185326.600,175997.900,338157.400,377164.000,196614.000,191811.000,198634.300,187185.900,0.000
185893.500,177676.200,338981.700,380372.300,205166.800,192504.100,200701.100,188698.400,0.000
183834.500,174495.600,337110.600,375597.900,195796.200,190382.400,196659.200,184483.600,0.000
182183.600,171160.100,335295.200,369849.900,182316.000,188500.900,192425.500,180734.400,0.000
183098.800,172123.600,335932.200,370850.900,183062.400,189358.600,193672.600,182420.400,0.000
185330.800,176001.800,338100.000,377087.400,196613.400,191813.600,198635.400,187185.900,0.000
185901.900,177685.600,338928.400,380298.700,205177.400,192510.800,200707.100,188701.800,0.000
183843.400,174500.700,337059.800,375519.700,195804.800,190394.000,196665.000,184486.000,0.000
182185.000,171158.300,335241.000,369765.300,182326.100,188504.100,192427.800,180736.400,0.000
183102.800,172125.200,335879.600,370765.000,183072.800,189363.500,193674.800,182421.700,0.000
185337.800,176005.800,338050.900,377002.100,196618.800,191822.900,198639.300,187186.000,0.000
185903.000,177683.100,338871.800,380212.400,205184.300,192505.800,200701.800,188694.000,0.000
183844.100,174499.300,336999.900,375436.000,195812.600,190385.500,196655.800,184477.100,0.000
182187.500,171159.800,335180.800,369682.600,182334.600,188501.700,192420.200,180730.500,0.000
183097.800,172121.700,335815.700,370681.500,183079.000,189357.300,193666.500,182414.700,0.000
185329.700,175997.600,337986.600,376923.100,196618.500,191817.200,198633.800,187178.700,0.000
185902.200,177683.700,338814.700,380139.800,205179.300,192512.900,200708.700,188695.800,0.000
183837.400,174499.700,336944.800,375360.400,195812.800,190383.400,196660.000,184480.000,0.000
182176.900,171153.900,335126.300,369599.500,182329.800,188495.800,192415.800,180729.200,0.000
183088.100,172110.100,335759.100,370596.300,183063.700,189351.800,193658.000,182410.300,0.000
185321.100,175986.400,337929.000,376841.400,196606.800,191809.500,198623.800,187174.300,0.000
185894.800,177673.300,338756.200,380060.900,205169.800,192508.900,200698.800,188691.300,0.000
183836.000,174496.200,336888.300,375282.400,195805.700,190384.500,196655.500,184479.300,0.000
182181.000,171161.300,335076.400,369530.400,182327.700,188501.300,192421.600,180736.500,0.000
183095.000,172121.000,335710.000,370526.900,183058.900,189359.500,193665.600,182419.400,0.000
185330.900,176001.000,337882.200,376773.100,196599.300,191820.900,198632.500,187183.900,0.000
185899.600,177686.000,338707.300,379995.200,205182.100,192519.800,200709.600,188704.500,0.000
183837.700,174504.400,336838.400,375217.100,195822.700,190393.300,196665.000,184493.700,0.000
182180.500,171163.900,335025.000,369454.300,182328.100,188506.400,192422.800,180743.300,0.000
183087.400,172117.300,335656.900,370439.400,183042.000,189351.000,193651.900,182411.900,0.000
185323.000,175996.000,337827.500,376679.600,196585.000,191808.900,198613.200,187173.600,0.000
185899.800,177684.600,338657.000,379909.600,205179.000,192513.200,200697.700,188701.800,0.000
183837.000,174503.000,336787.300,375142.700,195836.300,190392.300,196661.400,184495.500,0.000
182173.300,171156.800,334964.900,369377.600,182335.600,188505.100,192418.500,180741.500,0.000
183085.300,172112.200,335595.700,370361.800,183036.500,189357.300,193652.000,182414.300,0.000
185323.200,175988.800,337767.900,376602.200,196574.500,191819.700,198618.600,187179.200,0.000
185898.200,177679.400,338598.400,379833.000,205178.100,192518.400,200702.500,188708.500,0.000
183843.500,174508.700,336732.900,375070.400,195844.500,190397.800,196668.900,184503.700,0.000
182182.200,171164.300,334914.000,369305.600,182344.900,188505.300,192424.800,180747.800,0.000
183085.900,172110.600,335539.200,370279.100,183031.200,189350.700,193650.800,182413.300,0.000
185319.000,175983.400,337708.300,376514.500,196559.400,191806.200,198611.800,187175.800,0.000
185905.400,177685.100,338548.800,379759.100,205178.800,192518.000,200707.100,188714.200,0.000
183845.500,174513.100,336685.700,375004.300,195865.000,190402.800,196677.800,184513.900,0.000
182176.800,171158.500,334857.800,369229.800,182354.800,188506.300,192423.800,180747.600,0.000
183085.900,172105.700,335486.200,370198.800,183031.700,189354.800,193646.500,182409.800,0.000
185325.500,175984.400,337658.300,376433.800,196553.900,191807.700,198605.700,187170.800,0.000
185907.400,177685.300,338493.000,379677.900,205176.800,192515.900,200700.600,188708.100,0.000
183852.300,174520.500,336632.100,374927.800,195875.000,190404.300,196678.500,184512.400,0.000
182181.300,171163.900,334808.900,369151.500,182357.900,188513.800,192427.300,180747.600,0.000
183084.800,172105.900,335432.700,370113.900,183021.300,189349.100,193639.500,182401.700,0.000
185323.800,175986.000,337604.000,376350.600,196542.900,191806.900,198601.200,187164.000,0.000
185906.300,177688.300,338442.900,379600.900,205177.400,192519.000,200702.400,188708.700,0.000
183848.300,174517.300,336580.100,374855.100,195882.900,190404.600,196680.700,184515.700,0.000
182177.200,171159.200,334753.600,369080.200,182363.200,188508.400,192426.500,180746.600,0.000
183081.500,172102.500,335379.900,370043.300,183015.600,189353.300,193644.800,182404.800,0.000
185319.300,175981.600,337551.900,376276.100,196529.000,191807.800,198603.800,187167.500,0.000
185906.700,177693.800,338397.200,379533.400,205177.600,192523.600,200710.300,188714.500,0.000
183851.600,174526.800,336535.300,374785.900,195886.200,190408.200,196686.500,184514.900,0.000
182180.000,171166.100,334706.300,369007.800,182361.500,188510.000,192428.200,180743.800,0.000
183091.100,172113.000,335331.900,369971.400,183014.200,189353.700,193646.800,182404.400,0.000
185321.700,175983.700,337499.200,376198.600,196518.200,191807.800,198602.800,187162.800,0.000
185906.300,177688.700,338339.400,379456.500,205172.100,192523.400,200709.600,188712.500,0.000
183852.400,174525.500,336480.800,374716.600,195897.800,190407.400,196690.000,184519.500,0.000
182184.300,171169.800,334656.700,368935.300,182364.700,188505.300,192427.900,180743.300,0.000
183085.600,172108.000,335277.400,369890.700,183003.200,189344.900,193641.100,182396.200,0.000
185316.500,175978.800,337441.500,376118.000,196513.500,191802.200,198600.400,187159.100,0.000
185902.900,177686.400,338283.800,379378.700,205174.800,192515.800,200709.600,188712.300,0.000
183848.200,174524.100,336423.800,374642.000,195903.000,190402.500,196693.300,184520.600,0.000
182181.700,171168.900,334597.200,368862.300,182369.000,188505.800,192434.100,180747.600,0.000
183080.600,172102.000,335218.200,369810.100,182992.200,189345.800,193639.700,182394.500,0.000
185313.700,175973.100,337387.500,376037.400,196496.800,191804.300,198595.800,187157.700,0.000
185909.700,177692.700,338235.300,379310.600,205180.200,192524.400,200712.500,188719.600,0.000
183863.000,174539.200,336382.900,374583.200,195931.100,190416.200,196704.800,184535.300,0.000
182189.300,171176.600,334555.200,368795.200,182385.200,188517.800,192439.300,180752.500,0.000
183083.200,172098.900,335168.400,369731.800,182986.400,189352.500,193637.300,182393.500,0.000
185315.200,175969.800,337335.000,375959.400,196489.500,191799.800,198589.500,187154.800,0.000
185909.800,177693.600,338183.600,379238.100,205180.400,192524.000,200712.500,188721.200,0.000
183859.900,174541.700,336329.700,374516.600,195945.600,190421.400,196708.500,184539.900,0.000
182181.800,171172.500,334495.800,368717.500,182388.800,188506.800,192430.300,180749.500,0.000
183080.600,172099.800,335114.600,369653.400,182981.300,189338.500,193626.800,182388.800,0.000
185318.100,175971.200,337283.700,375879.800,196477.000,191798.100,198583.800,187151.400,0.000
185909.800,177692.200,338132.700,379157.900,205178.700,192519.100,200707.600,188721.400,0.000
183863.500,174540.700,336280.600,374437.300,195952.900,190413.400,196703.500,184540.200,0.000
182187.200,171173.500,334450.300,368644.900,182402.000,188508.300,192431.100,180753.000,0.000
183078.800,172094.300,335063.700,369575.100,182979.300,189342.800,193625.200,182387.800,0.000
185316.600,175965.600,337232.500,375803.300,196466.800,191805.300,198585.300,187151.300,0.000
185915.700,177693.000,338087.500,379092.400,205185.500,192528.500,200713.000,188724.400,0.000
183867.500,174541.100,336238.800,374375.400,195968.700,190421.000,196711.200,184543.900,0.000
182192.100,171172.300,334407.700,368580.400,182408.500,188518.000,192436.200,180753.600,0.000
183090.300,172094.000,335021.000,369508.000,182978.000,189347.500,193626.300,182386.000,0.000
185323.200,175965.800,337190.000,375731.100,196463.300,191797.600,198580.700,187144.400,0.000
185920.500,177692.400,338040.100,379020.700,205182.800,192524.200,200714.300,188720.200,0.000
183873.900,174544.200,336189.700,374311.100,195978.300,190420.200,196720.300,184547.100,0.000
182193.200,171168.100,334356.500,368510.500,182408.000,188514.100,192442.200,180753.700,0.000
183082.600,172083.800,334965.500,369428.500,182963.700,189340.700,193625.000,182380.700,0.000
185319.000,175956.900,337134.300,375654.600,196453.900,191800.900,198581.200,187144.500,0.000
185924.400,177692.400,337992.500,378952.000,205183.300,192536.100,200721.000,188727.200,0.000
183879.300,174549.400,336142.000,374241.200,195977.200,190422.900,196720.900,184551.100,0.000
182196.000,171173.200,334304.300,368437.700,182408.400,188507.800,192439.000,180753.600,0.000
183086.500,172087.000,334918.000,369354.100,182963.600,189337.900,193622.900,182381.200,0.000
185321.100,175955.800,337086.400,375574.900,196447.400,191797.600,198579.200,187143.100,0.000
185928.200,177695.600,337949.700,378881.700,205192.400,192539.400,200729.200,188733.800,0.000
183890.600,174562.300,336107.000,374184.400,196010.300,190436.000,196737.100,184564.500,0.000
182215.400,171191.900,334276.700,368386.100,182445.600,188527.800,192456.800,180768.800,0.000
183109.100,172105.500,334888.900,369299.800,182990.900,189357.000,193638.800,182394.800,0.000
185341.900,175976.400,337054.800,375519.300,196468.800,191813.800,198592.000,187155.600,0.000
185943.400,177714.000,337911.400,378824.200,205217.900,192545.900,200737.300,188743.300,0.000
183889.200,174565.000,336054.200,374120.000,196037.200,190432.700,196741.000,184566.600,0.000
182186.500,171168.700,334197.700,368290.800,182434.200,188505.100,192436.900,180746.300,0.000
183051.600,172055.400,334787.500,369174.400,182933.000,189309.700,193592.800,182348.500,0.000
185274.400,175910.500,336942.600,375381.600,196391.700,191753.900,198535.900,187102.300,0.000
185888.700,177657.000,337808.900,378696.900,205153.300,192496.700,200690.700,188701.800,0.000
183856.900,174531.700,335972.100,374014.900,196003.600,190401.700,196711.400,184545.300,0.000
182171.500,171154.000,334136.300,368208.300,182423.700,188490.000,192424.000,180740.600,0.000
183056.100,172060.300,334744.900,369106.300,182926.900,189312.800,193590.800,182352.100,0.000
185302.100,175936.200,336918.500,375331.800,196392.200,191778.100,198549.600,187116.100,0.000
185921.900,177692.800,337789.300,378663.300,205186.000,192524.200,200716.500,188725.400,0.000
183879.100,174559.600,335947.500,373977.300,196040.500,190422.000,196734.500,184561.000,0.000
182186.800,171172.400,334102.900,368156.200,182436.800,188503.200,192438.500,180746.800,0.000
183065.400,172073.000,334702.000,369042.600,182925.300,189312.000,193598.400,182352.300,0.000
185305.200,175945.000,336871.200,375264.900,196390.300,191778.100,198559.200,187117.500,0.000
185920.300,177697.000,337741.000,378594.900,205182.100,192521.300,200720.000,188722.000,0.000
183880.600,174567.500,335902.800,373917.000,196047.700,190427.400,196745.200,184566.700,0.000
182189.400,171181.400,334060.600,368096.600,182443.300,188509.800,192450.000,180752.800,0.000
183067.400,172076.300,334659.000,368979.400,182918.400,189319.900,193604.000,182354.800,0.000
185310.500,175950.000,336828.500,375199.200,196381.500,191780.500,198555.200,187118.000,0.000
185924.200,177704.900,337696.500,378530.800,205187.100,192524.700,200721.500,188726.000,0.000
183878.700,174567.400,335853.300,373844.200,196047.600,190422.700,196739.400,184563.400,0.000
182183.600,171177.500,334008.900,368021.000,182442.800,188500.600,192441.400,180749.700,0.000
183063.000,172070.000,334608.300,368903.800,182918.500,189314.300,193597.300,182350.500,0.000
185305.600,175940.200,336778.300,375123.600,196381.000,191776.500,198552.700,187114.900,0.000
185929.200,177700.300,337650.200,378461.500,205192.100,192523.700,200722.800,188727.300,0.000
183879.900,174562.300,335806.900,373778.300,196061.500,190424.300,196744.300,184569.900,0.000
182184.200,171168.300,333961.800,367952.600,182456.500,188508.900,192447.500,180755.300,0.000
183063.800,172062.900,334560.600,368835.000,182930.000,189320.700,193602.100,182356.700,0.000
185310.400,175936.900,336733.000,375055.100,196387.100,191780.000,198554.800,187121.400,0.000
185935.300,177700.700,337608.600,378397.500,205202.100,192538.400,200730.600,188740.700,0.000
183890.800,174569.500,335766.000,373716.500,196076.500,190435.700,196751.600,184581.300,0.000
182188.100,171176.000,333918.000,367885.900,182459.400,188507.600,192445.300,180758.200,0.000
183068.500,172072.800,334519.000,368767.500,182924.500,189327.800,193602.100,182361.100,0.000
185311.400,175944.900,336690.100,374989.500,196384.000,191788.100,198558.800,187126.800,0.000
185932.100,177702.700,337561.300,378327.400,205197.900,192530.500,200723.600,188735.500,0.000
183887.300,174573.800,335722.100,373651.500,196079.300,190434.500,196750.800,184580.400,0.000
182185.100,171178.300,333873.000,367818.700,182459.500,188507.700,192445.500,180756.300,0.000
183062.600,172067.500,334472.500,368696.100,182916.800,189321.300,193596.800,182354.700,0.000
185307.100,175937.100,336642.200,374920.800,196374.000,191784.500,198551.300,187119.700,0.000
185931.300,177699.800,337514.300,378269.200,205199.100,192539.200,200729.300,188739.100,0.000
183894.500,174578.000,335677.300,373598.300,196089.000,190442.300,196757.200,184585.100,0.000
182198.000,171187.000,333833.400,367767.000,182465.600,188515.800,192450.100,180764.700,0.000
183074.800,172075.500,334430.800,368639.700,182912.300,189326.500,193597.900,182358.900,0.000
185317.300,175944.300,336599.800,374860.700,196366.600,191789.900,198552.600,187120.000,0.000
185947.400,177715.200,337476.100,378214.900,205201.000,192545.600,200734.200,188742.000,0.000
183904.200,174591.000,335639.200,373544.300,196097.900,190445.500,196763.600,184591.900,0.000
182193.500,171187.100,333790.600,367701.500,182465.300,188515.500,192452.900,180763.100,0.000
183067.400,172069.900,334386.600,368565.900,182902.200,189325.200,193598.000,182354.100,0.000
185320.000,175947.200,336559.300,374794.300,196361.300,191795.900,198558.300,187120.400,0.000
185950.700,177719.300,337437.100,378153.700,205212.500,192551.700,200742.700,188746.500,0.000
183901.900,174589.400,335596.700,373481.200,196113.500,190449.000,196772.200,184595.300,0.000
182195.200,171188.100,333746.700,367635.800,182477.000,188513.800,192457.700,180766.800,0.000
183069.800,172070.500,334340.200,368497.100,182902.100,189326.300,193599.900,182355.900,0.000
185323.300,175944.500,336511.500,374721.400,196353.200,191785.800,198552.200,187116.400,0.000
185958.300,177724.300,337394.900,378087.900,205217.100,192544.100,200739.600,188744.800,0.000
183911.900,174599.600,335558.100,373420.300,196131.900,190448.700,196773.300,184596.300,0.000
182204.500,171194.500,333705.300,367572.800,182491.100,188521.700,192460.300,180767.700,0.000
183072.300,172070.400,334294.800,368427.200,182906.900,189325.400,193595.900,182352.600,0.000
185322.200,175943.500,336466.000,374648.200,196352.000,191789.000,198552.400,187117.400,0.000
185957.900,177723.800,337347.800,378015.900,205218.300,192549.200,200746.800,188752.300,0.000
183916.300,174603.600,335511.000,373355.100,196149.000,190455.600,196785.000,184609.900,0.000
182207.400,171195.500,333654.700,367501.900,182503.300,188523.700,192466.000,180772.500,0.000
183080.100,172073.800,334245.600,368355.500,182906.200,189330.600,193599.600,182355.000,0.000
185328.600,175946.600,336415.600,374576.200,196340.800,191792.100,198551.300,187118.000,0.000
185965.500,177728.700,337299.800,377950.000,205212.600,192554.800,200748.100,188754.800,0.000
183928.000,174610.700,335470.300,373297.900,196158.400,190468.400,196793.500,184617.200,0.000
182212.400,171198.000,333612.200,367446.500,182511.800,188536.400,192474.700,180779.500,0.000
183073.800,172065.600,334194.700,368289.400,182898.100,189329.500,193600.400,182353.900,0.000
185320.500,175938.900,336366.800,374508.300,196325.900,191796.800,198553.800,187118.600,0.000
185958.800,177727.000,337255.000,377886.200,205206.100,192565.300,200756.800,188760.600,0.000
183923.800,174612.200,335421.100,373235.200,196154.000,190472.900,196803.400,184620.900,0.000
182215.800,171201.900,333566.800,367386.500,182502.700,188539.900,192482.300,180782.700,0.000
183080.400,172068.900,334152.900,368230.900,182887.400,189335.800,193603.800,182352.400,0.000
185322.000,175937.700,336321.900,374446.100,196313.400,191797.300,198553.100,187115.800,0.000
185960.700,177728.400,337211.000,377823.000,205205.600,192561.900,200753.200,188760.800,0.000
183923.600,174615.500,335380.300,373176.300,196169.700,190470.900,196799.800,184623.300,0.000
182207.300,171197.500,333519.900,367323.000,182509.700,188536.000,192476.300,180777.400,0.000
183068.800,172060.600,334100.900,368158.100,182877.600,189334.700,193596.700,182346.700,0.000
185311.300,175926.500,336267.300,374365.700,196300.300,191791.000,198544.100,187108.800,0.000
